"Date","Lebanon, RETAIL, South, Rice (Egyptian, imported), LBP/Kg","Lebanon, RETAIL, South, Potatoes, LBP/Kg","Lebanon, RETAIL, South, Lentils, LBP/Kg","Lebanon, RETAIL, South, Cabbage, LBP/Kg","Lebanon, RETAIL, South, Bulgur (Brown), LBP/Kg","Lebanon, RETAIL, South, Bread (Pita), LBP/Kg","Lebanon, RETAIL, North, Rice (Egyptian, imported), LBP/Kg","Lebanon, RETAIL, North, Potatoes, LBP/Kg","Lebanon, RETAIL, North, Lentils, LBP/Kg","Lebanon, RETAIL, North, Cabbage, LBP/Kg","Lebanon, RETAIL, North, Bulgur (Brown), LBP/Kg","Lebanon, RETAIL, North, Bread (Pita), LBP/Kg","Lebanon, RETAIL, El Nabatieh, Rice (Egyptian, imported), LBP/Kg","Lebanon, RETAIL, El Nabatieh, Potatoes, LBP/Kg","Lebanon, RETAIL, El Nabatieh, Lentils, LBP/Kg","Lebanon, RETAIL, El Nabatieh, Cabbage, LBP/Kg","Lebanon, RETAIL, El Nabatieh, Bulgur (Brown), LBP/Kg","Lebanon, RETAIL, El Nabatieh, Bread (Pita), LBP/Kg","Lebanon, RETAIL, Beirut, Rice (Egyptian, imported), LBP/Kg","Lebanon, RETAIL, Beirut, Potatoes, LBP/Kg","Lebanon, RETAIL, Beirut, Lentils, LBP/Kg","Lebanon, RETAIL, Beirut, Cabbage, LBP/Kg","Lebanon, RETAIL, Beirut, Bulgur (Brown), LBP/Kg","Lebanon, RETAIL, Beirut, Bread (Pita), LBP/Kg","Lebanon, RETAIL, Akkar, Rice (Egyptian, imported), LBP/Kg","Lebanon, RETAIL, Akkar, Potatoes, LBP/Kg","Lebanon, RETAIL, Akkar, Lentils, LBP/Kg","Lebanon, RETAIL, Akkar, Cabbage, LBP/Kg","Lebanon, RETAIL, Akkar, Bulgur (Brown), LBP/Kg","Lebanon, RETAIL, Akkar, Bread (Pita), LBP/Kg","Lebanon, RETAIL, South, Rice (Egyptian, imported), LBP-real/Kg","Lebanon, RETAIL, South, Potatoes, LBP-real/Kg","Lebanon, RETAIL, South, Lentils, LBP-real/Kg","Lebanon, RETAIL, South, Cabbage, LBP-real/Kg","Lebanon, RETAIL, South, Bulgur (Brown), LBP-real/Kg","Lebanon, RETAIL, South, Bread (Pita), LBP-real/Kg","Lebanon, RETAIL, North, Rice (Egyptian, imported), LBP-real/Kg","Lebanon, RETAIL, North, Potatoes, LBP-real/Kg","Lebanon, RETAIL, North, Lentils, LBP-real/Kg","Lebanon, RETAIL, North, Cabbage, LBP-real/Kg","Lebanon, RETAIL, North, Bulgur (Brown), LBP-real/Kg","Lebanon, RETAIL, North, Bread (Pita), LBP-real/Kg","Lebanon, RETAIL, El Nabatieh, Rice (Egyptian, imported), LBP-real/Kg","Lebanon, RETAIL, El Nabatieh, Potatoes, LBP-real/Kg","Lebanon, RETAIL, El Nabatieh, Lentils, LBP-real/Kg","Lebanon, RETAIL, El Nabatieh, Cabbage, LBP-real/Kg","Lebanon, RETAIL, El Nabatieh, Bulgur (Brown), LBP-real/Kg","Lebanon, RETAIL, El Nabatieh, Bread (Pita), LBP-real/Kg","Lebanon, RETAIL, Beirut, Rice (Egyptian, imported), LBP-real/Kg","Lebanon, RETAIL, Beirut, Potatoes, LBP-real/Kg","Lebanon, RETAIL, Beirut, Lentils, LBP-real/Kg","Lebanon, RETAIL, Beirut, Cabbage, LBP-real/Kg","Lebanon, RETAIL, Beirut, Bulgur (Brown), LBP-real/Kg","Lebanon, RETAIL, Beirut, Bread (Pita), LBP-real/Kg","Lebanon, RETAIL, Akkar, Rice (Egyptian, imported), LBP-real/Kg","Lebanon, RETAIL, Akkar, Potatoes, LBP-real/Kg","Lebanon, RETAIL, Akkar, Lentils, LBP-real/Kg","Lebanon, RETAIL, Akkar, Cabbage, LBP-real/Kg","Lebanon, RETAIL, Akkar, Bulgur (Brown), LBP-real/Kg","Lebanon, RETAIL, Akkar, Bread (Pita), LBP-real/Kg","Lebanon, RETAIL, South, Rice (Egyptian, imported), USD/Kg","Lebanon, RETAIL, South, Potatoes, USD/Kg","Lebanon, RETAIL, South, Lentils, USD/Kg","Lebanon, RETAIL, South, Cabbage, USD/Kg","Lebanon, RETAIL, South, Bulgur (Brown), USD/Kg","Lebanon, RETAIL, South, Bread (Pita), USD/Kg","Lebanon, RETAIL, North, Rice (Egyptian, imported), USD/Kg","Lebanon, RETAIL, North, Potatoes, USD/Kg","Lebanon, RETAIL, North, Lentils, USD/Kg","Lebanon, RETAIL, North, Cabbage, USD/Kg","Lebanon, RETAIL, North, Bulgur (Brown), USD/Kg","Lebanon, RETAIL, North, Bread (Pita), USD/Kg","Lebanon, RETAIL, El Nabatieh, Rice (Egyptian, imported), USD/Kg","Lebanon, RETAIL, El Nabatieh, Potatoes, USD/Kg","Lebanon, RETAIL, El Nabatieh, Lentils, USD/Kg","Lebanon, RETAIL, El Nabatieh, Cabbage, USD/Kg","Lebanon, RETAIL, El Nabatieh, Bulgur (Brown), USD/Kg","Lebanon, RETAIL, El Nabatieh, Bread (Pita), USD/Kg","Lebanon, RETAIL, Beirut, Rice (Egyptian, imported), USD/Kg","Lebanon, RETAIL, Beirut, Potatoes, USD/Kg","Lebanon, RETAIL, Beirut, Lentils, USD/Kg","Lebanon, RETAIL, Beirut, Cabbage, USD/Kg","Lebanon, RETAIL, Beirut, Bulgur (Brown), USD/Kg","Lebanon, RETAIL, Beirut, Bread (Pita), USD/Kg","Lebanon, RETAIL, Akkar, Rice (Egyptian, imported), USD/Kg","Lebanon, RETAIL, Akkar, Potatoes, USD/Kg","Lebanon, RETAIL, Akkar, Lentils, USD/Kg","Lebanon, RETAIL, Akkar, Cabbage, USD/Kg","Lebanon, RETAIL, Akkar, Bulgur (Brown), USD/Kg","Lebanon, RETAIL, Akkar, Bread (Pita), USD/Kg"
"05/01/2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","785","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","664.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.52","",""
"04/01/2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","845.91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.66","",""
"03/01/2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","741.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.58","",""
"02/01/2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","745.95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.58","",""
"01/01/2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","950","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","814.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.63","",""
"12/01/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","950","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","810.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.63","",""
"11/01/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","722.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","619.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.48","",""
"10/01/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","775.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","",""
"09/01/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","869.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.66","",""
"08/01/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","706.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.53","",""
"07/01/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","633.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","554.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.42","",""
"06/01/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","547.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.41","",""
"05/01/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","441.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.33","",""
"04/01/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","535.71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","473.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.36","",""
"03/01/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","607.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","540.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","",""
"02/01/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","678.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","607","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.45","",""
"01/01/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","558.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.41","",""
"12/01/2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","549.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.41","",""
"11/01/2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","611.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.46","",""
"10/01/2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","656.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","571.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.44","",""
"09/01/2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","750","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","658.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","",""
"08/01/2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","750","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","656.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","",""
"07/01/2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","435.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.33","",""
"06/01/2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","687.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","596.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.46","",""
"05/01/2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","774.93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","",""
"04/01/2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","750","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","647.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","",""
"03/01/2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","536.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.41","",""
"02/01/2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","542.67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.41","",""
"01/01/2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","535","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","464.87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.35","",""
"12/01/2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","777.78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","661.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.52","",""
"11/01/2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","871.95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","732.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.58","",""
"10/01/2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","1012.82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","846.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.67","",""
"09/01/2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","972.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","814.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.64","",""
"08/01/2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","657.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","549.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.44","",""
"07/01/2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","598.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","501.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","",""
"06/01/2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","603.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","506.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","",""
"05/01/2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04/01/2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","720","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","597.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.48","",""
"03/01/2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","680","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","563.99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.45","",""
"02/01/2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"01/01/2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","767.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","642.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.51","",""
"12/01/2013","","","","","","","","","","","","","","","","","","","","","","","","","","","","937.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","791.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.62","",""
"11/01/2013","","","","","","","","","","","","","","","","","","","","","","","","","","","","750","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","635.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","",""
"10/01/2013","","","","","","","","","","","","","","","","","","","","","","","","","","","","562.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","477.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.37","",""
