year,exporter_code,importer_code,product_code,value_thousands_usd,quantity,exporter,importer,product,value_million_usd
1995,804,203,100510,46.744,112.96,Ukraine,Czechia,Maize,0.046744
1995,804,233,100110,104.427,736.5,Ukraine,Estonia,Wheat,0.104427
1995,804,233,100510,45.531,261.25,Ukraine,Estonia,Maize,0.045531
1995,804,233,110100,847.335,5436.675,Ukraine,Estonia,Wheat,0.8473350000000001
1995,804,233,110311,7.436,67.8,Ukraine,Estonia,Wheat,0.007436
1995,804,233,110811,9.405,20.0,Ukraine,Estonia,Wheat,0.009405
1995,804,300,100190,5.242,22.0,Ukraine,Greece,Wheat,0.005242
1995,804,300,110100,5.535,40.0,Ukraine,Greece,Wheat,0.005535
1995,804,348,100190,16.0,110.0,Ukraine,Hungary,Wheat,0.016
1995,804,428,100110,59.153,561.875,Ukraine,Latvia,Wheat,0.059153
1995,804,428,100190,216.667,1126.687,Ukraine,Latvia,Wheat,0.216667
1995,804,428,100510,23.234,30.0,Ukraine,Latvia,Maize,0.023234
1995,804,428,110311,5.334,41.0,Ukraine,Latvia,Wheat,0.005333999999999999
1995,804,428,110812,802.428,2389.75,Ukraine,Latvia,Maize,0.802428
1995,804,440,100110,616.5,5263.101,Ukraine,Lithuania,Wheat,0.6165
1995,804,440,100190,489.3,4559.015,Ukraine,Lithuania,Wheat,0.4893
1995,804,440,100510,111.1,180.0,Ukraine,Lithuania,Maize,0.11109999999999999
1995,804,440,100590,10.0,142.074,Ukraine,Lithuania,Maize,0.01
1995,804,440,110100,99.399,451.625,Ukraine,Lithuania,Wheat,0.099399
1995,804,440,110313,7.1,25.218,Ukraine,Lithuania,Maize,0.0070999999999999995
1995,804,440,110812,64.6,186.64,Ukraine,Lithuania,Maize,0.06459999999999999
1995,804,498,100110,775.762,10084.699,Ukraine,Rep. of Moldova,Wheat,0.775762
1995,804,498,100190,1.425,33.101,Ukraine,Rep. of Moldova,Wheat,0.001425
1995,804,498,100510,1107.139,909.625,Ukraine,Rep. of Moldova,Maize,1.1071389999999999
1995,804,498,110100,16.21,96.199,Ukraine,Rep. of Moldova,Wheat,0.016210000000000002
1995,804,498,110812,42.854,95.101,Ukraine,Rep. of Moldova,Maize,0.042853999999999996
1995,804,504,100190,670.45,3763.875,Ukraine,Morocco,Wheat,0.67045
1995,804,616,100190,52.0,334.375,Ukraine,Poland,Wheat,0.052
1995,804,616,110811,51.0,171.0,Ukraine,Poland,Wheat,0.051
1995,804,616,110812,65.0,210.0,Ukraine,Poland,Maize,0.065
1995,804,792,100190,2973.945,14621.628,Ukraine,TÃ¼rkiye,Wheat,2.973945
1996,804,8,100110,2054.402,2957.25,Ukraine,Albania,Wheat,2.054402
1996,804,31,100110,72.254,525.966,Ukraine,Azerbaijan,Wheat,0.072254
1996,804,31,100190,5012.045,28503.311,Ukraine,Azerbaijan,Wheat,5.012045
1996,804,31,110100,10019.855,40332.326,Ukraine,Azerbaijan,Wheat,10.019855
1996,804,31,110313,2.639,5.187,Ukraine,Azerbaijan,Maize,0.002639
1996,804,51,100190,2867.12,14399.785,Ukraine,Armenia,Wheat,2.86712
1996,804,51,110100,34.6,155.0,Ukraine,Armenia,Wheat,0.0346
1996,804,100,100110,14.441,606.26,Ukraine,Bulgaria,Wheat,0.014441
1996,804,100,100190,234.784,2483.854,Ukraine,Bulgaria,Wheat,0.234784
1996,804,100,100590,1.514,30.709,Ukraine,Bulgaria,Maize,0.001514
1996,804,100,110100,13.773,59.762,Ukraine,Bulgaria,Wheat,0.013773
1996,804,112,100110,9496.16,66858.812,Ukraine,Belarus,Wheat,9.49616
1996,804,112,100190,35772.08,225947.936,Ukraine,Belarus,Wheat,35.77208
1996,804,112,100510,1600.11,7581.718,Ukraine,Belarus,Maize,1.60011
1996,804,112,100590,11293.789,78991.624,Ukraine,Belarus,Maize,11.293789
1996,804,112,110100,24186.56,78861.44,Ukraine,Belarus,Wheat,24.18656
1996,804,112,110311,170.61,487.312,Ukraine,Belarus,Wheat,0.17061
1996,804,112,110313,163.139,369.125,Ukraine,Belarus,Maize,0.163139
1996,804,112,110321,0.799,2.0,Ukraine,Belarus,Wheat,0.000799
1996,804,112,110812,788.639,1614.937,Ukraine,Belarus,Maize,0.788639
1996,804,170,100590,8.008,40.0,Ukraine,Colombia,Maize,0.008008
1996,804,191,110313,9.83,19.949,Ukraine,Croatia,Maize,0.00983
1996,804,196,100590,913.844,4221.0,Ukraine,Cyprus,Maize,0.9138440000000001
1996,804,196,110100,32.759,131.128,Ukraine,Cyprus,Wheat,0.032759
1996,804,233,100110,36.275,189.363,Ukraine,Estonia,Wheat,0.036275
1996,804,233,100190,234.724,898.687,Ukraine,Estonia,Wheat,0.234724
1996,804,233,100590,35.837,245.935,Ukraine,Estonia,Maize,0.035837
1996,804,233,110100,608.537,2846.594,Ukraine,Estonia,Wheat,0.608537
1996,804,233,110220,1.1,5.0,Ukraine,Estonia,Maize,0.0011
1996,804,233,110311,5.646,16.853,Ukraine,Estonia,Wheat,0.005646
1996,804,233,110313,55.58,145.837,Ukraine,Estonia,Maize,0.05558
1996,804,268,100110,3397.542,3167.156,Ukraine,Georgia,Wheat,3.397542
1996,804,268,100190,828.159,5449.199,Ukraine,Georgia,Wheat,0.828159
1996,804,268,110100,1686.431,6554.39,Ukraine,Georgia,Wheat,1.686431
1996,804,268,110311,20.631,80.011,Ukraine,Georgia,Wheat,0.020631
1996,804,268,110313,4.42,6.812,Ukraine,Georgia,Maize,0.00442
1996,804,276,110311,1.125,3.974,Ukraine,Germany,Wheat,0.001125
1996,804,300,100190,6.664,19.8,Ukraine,Greece,Wheat,0.006664
1996,804,300,110100,9.943,40.0,Ukraine,Greece,Wheat,0.009943
1996,804,348,110100,11.83,45.0,Ukraine,Hungary,Wheat,0.01183
1996,804,372,100190,107.949,718.812,Ukraine,Ireland,Wheat,0.107949
1996,804,372,110100,125.589,427.5,Ukraine,Ireland,Wheat,0.125589
1996,804,376,100110,595.639,4576.148,Ukraine,Israel,Wheat,0.595639
1996,804,376,100190,3488.553,42992.658,Ukraine,Israel,Wheat,3.488553
1996,804,376,110313,17.279,36.0,Ukraine,Israel,Maize,0.017279
1996,804,398,100510,164.6,60.0,Ukraine,Kazakhstan,Maize,0.1646
1996,804,398,110100,15.719,63.316,Ukraine,Kazakhstan,Wheat,0.015719
1996,804,398,110812,9.01,21.949,Ukraine,Kazakhstan,Maize,0.00901
1996,804,417,110100,300.699,451.019,Ukraine,Kyrgyzstan,Wheat,0.300699
1996,804,422,100590,112.559,900.0,Ukraine,Lebanon,Maize,0.11255899999999999
1996,804,422,110812,69.559,195.949,Ukraine,Lebanon,Maize,0.069559
1996,804,428,100110,566.483,3393.087,Ukraine,Latvia,Wheat,0.566483
1996,804,428,100190,10016.465,47996.082,Ukraine,Latvia,Wheat,10.016465
1996,804,428,100510,21.887,29.592,Ukraine,Latvia,Maize,0.021887
1996,804,428,100590,579.472,3348.002,Ukraine,Latvia,Maize,0.579472
1996,804,428,110100,43.529,145.0,Ukraine,Latvia,Wheat,0.043529000000000005
1996,804,428,110311,3.62,8.0,Ukraine,Latvia,Wheat,0.00362
1996,804,428,110313,39.27,83.699,Ukraine,Latvia,Maize,0.039270000000000006
1996,804,440,100110,220.365,4086.553,Ukraine,Lithuania,Wheat,0.220365
1996,804,440,100190,4750.992,32246.431,Ukraine,Lithuania,Wheat,4.750992
1996,804,440,100510,75.274,221.922,Ukraine,Lithuania,Maize,0.07527400000000001
1996,804,440,100590,1874.357,11489.957,Ukraine,Lithuania,Maize,1.874357
1996,804,440,110100,35.454,205.88,Ukraine,Lithuania,Wheat,0.035454
1996,804,440,110311,2.5,5.0,Ukraine,Lithuania,Wheat,0.0025
1996,804,440,110313,6.47,61.867,Ukraine,Lithuania,Maize,0.00647
1996,804,440,110812,27.7,51.0,Ukraine,Lithuania,Maize,0.0277
1996,804,470,110100,0.659,0.937,Ukraine,Malta,Wheat,0.0006590000000000001
1996,804,498,100110,261.595,479.021,Ukraine,Rep. of Moldova,Wheat,0.261595
1996,804,498,100190,168.576,1048.667,Ukraine,Rep. of Moldova,Wheat,0.168576
1996,804,498,100510,12.391,1.562,Ukraine,Rep. of Moldova,Maize,0.012391
1996,804,498,110100,49.613,296.967,Ukraine,Rep. of Moldova,Wheat,0.049613
1996,804,498,110313,81.059,149.0,Ukraine,Rep. of Moldova,Maize,0.08105899999999999
1996,804,498,110812,63.935,126.949,Ukraine,Rep. of Moldova,Maize,0.063935
1996,804,591,100190,405.11,3000.0,Ukraine,Panama,Wheat,0.40511
1996,804,616,100110,6124.11,43949.356,Ukraine,Poland,Wheat,6.12411
1996,804,616,100190,27191.846,169884.226,Ukraine,Poland,Wheat,27.191846
1996,804,616,100510,80.72,525.0,Ukraine,Poland,Maize,0.08072
1996,804,616,100590,2048.518,13532.181,Ukraine,Poland,Maize,2.048518
1996,804,616,110100,271.28,338.812,Ukraine,Poland,Wheat,0.27127999999999997
1996,804,616,110311,18.16,244.5,Ukraine,Poland,Wheat,0.01816
1996,804,616,110811,16.24,54.199,Ukraine,Poland,Wheat,0.016239999999999997
1996,804,620,100590,37.536,131.601,Ukraine,Portugal,Maize,0.037536
1996,804,642,100510,41.55,21.523,Ukraine,Romania,Maize,0.04155
1996,804,643,100110,2785.747,17865.755,Ukraine,Russian Federation,Wheat,2.7857469999999998
1996,804,643,100190,22777.422,139144.514,Ukraine,Russian Federation,Wheat,22.777421999999998
1996,804,643,100510,3830.698,9186.29,Ukraine,Russian Federation,Maize,3.830698
1996,804,643,100590,3928.581,25176.581,Ukraine,Russian Federation,Maize,3.9285810000000003
1996,804,643,110100,100344.036,330355.399,Ukraine,Russian Federation,Wheat,100.34403599999999
1996,804,643,110220,522.465,952.118,Ukraine,Russian Federation,Maize,0.5224650000000001
1996,804,643,110311,2745.7,7792.648,Ukraine,Russian Federation,Wheat,2.7457
1996,804,643,110313,379.77,1082.481,Ukraine,Russian Federation,Maize,0.37977
1996,804,643,110321,75.119,73.005,Ukraine,Russian Federation,Wheat,0.075119
1996,804,643,110812,3337.834,6885.435,Ukraine,Russian Federation,Maize,3.337834
1996,804,703,100110,36.38,191.0,Ukraine,Slovakia,Wheat,0.03638
1996,804,703,100190,445.436,3288.203,Ukraine,Slovakia,Wheat,0.445436
1996,804,757,100190,26.399,199.5,Ukraine,Switzerland,Wheat,0.026399000000000002
1996,804,757,100590,2.284,6.086,Ukraine,Switzerland,Maize,0.002284
1996,804,762,100110,11.399,65.0,Ukraine,Tajikistan,Wheat,0.011399
1996,804,762,110100,1897.189,7789.894,Ukraine,Tajikistan,Wheat,1.897189
1996,804,762,110311,27.57,64.0,Ukraine,Tajikistan,Wheat,0.02757
1996,804,762,110313,27.589,63.25,Ukraine,Tajikistan,Maize,0.027589
1996,804,762,110812,14.79,32.0,Ukraine,Tajikistan,Maize,0.01479
1996,804,788,100190,9246.951,50383.392,Ukraine,Tunisia,Wheat,9.246951
1996,804,792,100110,1824.3,10912.578,Ukraine,TÃ¼rkiye,Wheat,1.8243
1996,804,792,100190,12049.835,43938.08,Ukraine,TÃ¼rkiye,Wheat,12.049835
1996,804,792,100590,2.925,20.0,Ukraine,TÃ¼rkiye,Maize,0.0029249999999999996
1996,804,792,110100,4.699,12.687,Ukraine,TÃ¼rkiye,Wheat,0.004699
1996,804,795,100110,1136.35,5978.05,Ukraine,Turkmenistan,Wheat,1.13635
1996,804,795,100190,55179.02,54042.628,Ukraine,Turkmenistan,Wheat,55.179019999999994
1996,804,795,100510,586.01,690.562,Ukraine,Turkmenistan,Maize,0.58601
1996,804,795,110100,24081.72,81167.128,Ukraine,Turkmenistan,Wheat,24.08172
1996,804,826,100190,1558.489,10833.0,Ukraine,United Kingdom,Wheat,1.558489
1996,804,826,110220,1.676,0.296,Ukraine,United Kingdom,Maize,0.001676
1996,804,842,100190,33.38,202.3,Ukraine,USA,Wheat,0.03338
1996,804,842,110100,5.139,13.437,Ukraine,USA,Wheat,0.005139
1996,804,842,110311,1.06,2.375,Ukraine,USA,Wheat,0.00106
1996,804,842,110313,2.12,4.5,Ukraine,USA,Maize,0.00212
1996,804,860,100110,343.27,2186.375,Ukraine,Uzbekistan,Wheat,0.34326999999999996
1996,804,860,100190,193.25,750.875,Ukraine,Uzbekistan,Wheat,0.19325
1996,804,860,110100,3049.37,10301.98,Ukraine,Uzbekistan,Wheat,3.0493699999999997
1996,804,860,110313,56.199,128.0,Ukraine,Uzbekistan,Maize,0.056199
1996,804,860,110812,340.659,1003.0,Ukraine,Uzbekistan,Maize,0.340659
1997,804,12,100110,37.08,264.75,Ukraine,Algeria,Wheat,0.037079999999999995
1997,804,12,100190,30.929,264.75,Ukraine,Algeria,Wheat,0.030928999999999998
1997,804,31,100190,547.409,6628.8,Ukraine,Azerbaijan,Wheat,0.547409
1997,804,31,110100,1487.453,5108.393,Ukraine,Azerbaijan,Wheat,1.487453
1997,804,31,110311,19.05,61.437,Ukraine,Azerbaijan,Wheat,0.01905
1997,804,31,110812,10.56,49.8,Ukraine,Azerbaijan,Maize,0.01056
1997,804,51,100190,3.846,3.0,Ukraine,Armenia,Wheat,0.003846
1997,804,51,110100,382.28,1006.0,Ukraine,Armenia,Wheat,0.38227999999999995
1997,804,51,110313,30.429,79.898,Ukraine,Armenia,Maize,0.030428999999999998
1997,804,60,100190,2015.399,21928.898,Ukraine,Bermuda,Wheat,2.015399
1997,804,92,110100,1.06,2.5,Ukraine,Br. Virgin Isds,Wheat,0.00106
1997,804,112,100110,5001.16,33083.452,Ukraine,Belarus,Wheat,5.00116
1997,804,112,100190,18967.99,483265.248,Ukraine,Belarus,Wheat,18.96799
1997,804,112,100510,586.739,1588.437,Ukraine,Belarus,Maize,0.586739
1997,804,112,100590,5846.71,43744.064,Ukraine,Belarus,Maize,5.84671
1997,804,112,110100,7516.389,21469.252,Ukraine,Belarus,Wheat,7.516389
1997,804,112,110311,243.47,631.187,Ukraine,Belarus,Wheat,0.24347
1997,804,112,110313,73.24,222.058,Ukraine,Belarus,Maize,0.07324
1997,804,112,110812,496.29,1138.0,Ukraine,Belarus,Maize,0.49629
1997,804,191,110100,0.529,0.699,Ukraine,Croatia,Wheat,0.0005290000000000001
1997,804,196,100190,506.62,5449.601,Ukraine,Cyprus,Wheat,0.50662
1997,804,196,110220,111.99,365.5,Ukraine,Cyprus,Maize,0.11198999999999999
1997,804,196,110812,68.919,80.0,Ukraine,Cyprus,Maize,0.068919
1997,804,203,100110,18.539,127.98,Ukraine,Czechia,Wheat,0.018539
1997,804,208,110812,19.61,6.5,Ukraine,Denmark,Maize,0.01961
1997,804,212,100190,11.37,67.601,Ukraine,Dominica,Wheat,0.01137
1997,804,233,100190,53.467,419.478,Ukraine,Estonia,Wheat,0.053467
1997,804,233,100590,14.299,127.536,Ukraine,Estonia,Maize,0.014299
1997,804,233,110100,41.799,149.035,Ukraine,Estonia,Wheat,0.041799
1997,804,233,110311,42.272,93.433,Ukraine,Estonia,Wheat,0.042272
1997,804,233,110313,22.929,54.488,Ukraine,Estonia,Maize,0.022928999999999998
1997,804,268,100110,28.07,212.768,Ukraine,Georgia,Wheat,0.02807
1997,804,268,100190,719.348,3408.14,Ukraine,Georgia,Wheat,0.719348
1997,804,268,110100,1307.322,3686.084,Ukraine,Georgia,Wheat,1.3073219999999999
1997,804,268,110311,1.777,1.836,Ukraine,Georgia,Wheat,0.001777
1997,804,268,110313,1.629,2.687,Ukraine,Georgia,Maize,0.001629
1997,804,276,100110,2.885,6.0,Ukraine,Germany,Wheat,0.002885
1997,804,276,110311,3.446,6.047,Ukraine,Germany,Wheat,0.0034460000000000003
1997,804,276,110313,6.979,14.5,Ukraine,Germany,Maize,0.006979
1997,804,300,110100,1.08,2.812,Ukraine,Greece,Wheat,0.00108
1997,804,348,110100,12.899,29.039,Ukraine,Hungary,Wheat,0.012898999999999999
1997,804,376,100110,2075.36,22330.54,Ukraine,Israel,Wheat,2.0753600000000003
1997,804,376,100190,1744.693,32790.658,Ukraine,Israel,Wheat,1.744693
1997,804,376,100590,488.919,3852.875,Ukraine,Israel,Maize,0.488919
1997,804,408,100190,1847.29,20156.8,Ukraine,Dem. People's Rep. of Korea,Wheat,1.8472899999999999
1997,804,410,100110,294.77,3.187,Ukraine,Rep. of Korea,Wheat,0.29477
1997,804,410,100190,1818.56,19100.0,Ukraine,Rep. of Korea,Wheat,1.81856
1997,804,417,110100,45.029,113.351,Ukraine,Kyrgyzstan,Wheat,0.045029000000000007
1997,804,417,110811,8.6,13.937,Ukraine,Kyrgyzstan,Wheat,0.0086
1997,804,417,110812,26.83,60.0,Ukraine,Kyrgyzstan,Maize,0.02683
1997,804,422,100190,403.015,4826.778,Ukraine,Lebanon,Wheat,0.403015
1997,804,422,110812,81.997,196.0,Ukraine,Lebanon,Maize,0.081997
1997,804,428,100110,80.3,471.5,Ukraine,Latvia,Wheat,0.0803
1997,804,428,100190,177.825,1065.0,Ukraine,Latvia,Wheat,0.17782499999999998
1997,804,428,100510,10.712,15.0,Ukraine,Latvia,Maize,0.010712
1997,804,428,100590,103.743,1012.465,Ukraine,Latvia,Maize,0.103743
1997,804,428,110313,4.454,14.0,Ukraine,Latvia,Maize,0.004454
1997,804,440,100110,48.899,365.0,Ukraine,Lithuania,Wheat,0.048899
1997,804,440,100190,392.468,2207.021,Ukraine,Lithuania,Wheat,0.39246800000000004
1997,804,440,100510,120.6,724.312,Ukraine,Lithuania,Maize,0.1206
1997,804,440,100590,747.847,6234.235,Ukraine,Lithuania,Maize,0.7478469999999999
1997,804,440,110313,23.83,60.0,Ukraine,Lithuania,Maize,0.023829999999999997
1997,804,458,100190,922.551,5230.0,Ukraine,Malaysia,Wheat,0.922551
1997,804,498,100110,97.47,552.125,Ukraine,Rep. of Moldova,Wheat,0.09747
1997,804,498,100190,1795.719,10705.48,Ukraine,Rep. of Moldova,Wheat,1.795719
1997,804,498,100510,19.08,12.562,Ukraine,Rep. of Moldova,Maize,0.01908
1997,804,498,100590,11.659,144.8,Ukraine,Rep. of Moldova,Maize,0.011659000000000001
1997,804,498,110100,221.63,634.25,Ukraine,Rep. of Moldova,Wheat,0.22163
1997,804,498,110812,103.429,219.25,Ukraine,Rep. of Moldova,Maize,0.10342900000000001
1997,804,616,100110,96.179,587.437,Ukraine,Poland,Wheat,0.096179
1997,804,616,100190,4369.782,39452.276,Ukraine,Poland,Wheat,4.369782
1997,804,616,100590,227.87,1498.748,Ukraine,Poland,Maize,0.22787000000000002
1997,804,616,110100,92.279,92.0,Ukraine,Poland,Wheat,0.092279
1997,804,643,100110,260.663,1821.101,Ukraine,Russian Federation,Wheat,0.26066300000000003
1997,804,643,100190,643.669,5218.593,Ukraine,Russian Federation,Wheat,0.6436689999999999
1997,804,643,100510,464.157,1084.035,Ukraine,Russian Federation,Maize,0.464157
1997,804,643,100590,1174.194,9269.435,Ukraine,Russian Federation,Maize,1.174194
1997,804,643,110100,6871.299,21644.661,Ukraine,Russian Federation,Wheat,6.871299
1997,804,643,110220,499.494,1650.326,Ukraine,Russian Federation,Maize,0.49949400000000005
1997,804,643,110311,788.71,2194.293,Ukraine,Russian Federation,Wheat,0.78871
1997,804,643,110313,219.639,569.353,Ukraine,Russian Federation,Maize,0.219639
1997,804,643,110321,12.83,26.148,Ukraine,Russian Federation,Wheat,0.01283
1997,804,643,110812,2143.84,5206.802,Ukraine,Russian Federation,Maize,2.14384
1997,804,703,100110,1374.03,10075.796,Ukraine,Slovakia,Wheat,1.3740299999999999
1997,804,703,100190,11488.284,83421.034,Ukraine,Slovakia,Wheat,11.488284
1997,804,711,100110,2.008,5.562,Ukraine,Southern African Customs Union (...1999),Wheat,0.002008
1997,804,762,100190,38.08,205.949,Ukraine,Tajikistan,Wheat,0.038079999999999996
1997,804,762,110100,333.59,1138.75,Ukraine,Tajikistan,Wheat,0.33359
1997,804,762,110311,4.36,15.062,Ukraine,Tajikistan,Wheat,0.00436
1997,804,762,110313,29.869,64.0,Ukraine,Tajikistan,Maize,0.029869
1997,804,762,110812,107.039,102.0,Ukraine,Tajikistan,Maize,0.107039
1997,804,792,100110,604.51,6758.265,Ukraine,TÃ¼rkiye,Wheat,0.60451
1997,804,792,100190,898.456,6697.046,Ukraine,TÃ¼rkiye,Wheat,0.898456
1997,804,792,100590,208.44,2082.937,Ukraine,TÃ¼rkiye,Maize,0.20844
1997,804,792,110100,61.21,148.912,Ukraine,TÃ¼rkiye,Wheat,0.06121
1997,804,795,100190,459.75,2323.125,Ukraine,Turkmenistan,Wheat,0.45975
1997,804,795,110100,50600.02,153953.184,Ukraine,Turkmenistan,Wheat,50.600019999999994
1997,804,818,100590,685.331,4922.0,Ukraine,Egypt,Maize,0.685331
1997,804,826,100590,17.377,21.074,Ukraine,United Kingdom,Maize,0.017377
1997,804,842,110313,15.36,28.5,Ukraine,USA,Maize,0.015359999999999999
1997,804,860,110100,734.139,2356.687,Ukraine,Uzbekistan,Wheat,0.734139
1997,804,860,110313,178.919,384.0,Ukraine,Uzbekistan,Maize,0.17891900000000002
1997,804,860,110812,356.35,630.5,Ukraine,Uzbekistan,Maize,0.35635
1998,804,12,100590,836.082,11493.53,Ukraine,Algeria,Maize,0.836082
1998,804,31,100110,54.446,670.491,Ukraine,Azerbaijan,Wheat,0.054446
1998,804,31,100190,299.543,3961.761,Ukraine,Azerbaijan,Wheat,0.299543
1998,804,31,100590,13.1,187.199,Ukraine,Azerbaijan,Maize,0.013099999999999999
1998,804,31,110100,1595.387,6414.126,Ukraine,Azerbaijan,Wheat,1.5953869999999999
1998,804,31,110311,108.793,378.467,Ukraine,Azerbaijan,Wheat,0.108793
1998,804,31,110313,16.165,40.099,Ukraine,Azerbaijan,Maize,0.016165
1998,804,31,110812,14.111,50.0,Ukraine,Azerbaijan,Maize,0.014111
1998,804,50,100190,1623.85,23550.0,Ukraine,Bangladesh,Wheat,1.62385
1998,804,51,100190,722.439,6455.3,Ukraine,Armenia,Wheat,0.7224389999999999
1998,804,51,110100,2.1,10.0,Ukraine,Armenia,Wheat,0.0021000000000000003
1998,804,58,100190,2046.729,23812.75,Ukraine,Belgium-Luxembourg (...1998),Wheat,2.046729
1998,804,60,100110,1753.33,22220.398,Ukraine,Bermuda,Wheat,1.7533299999999998
1998,804,60,100190,26264.46,317907.808,Ukraine,Bermuda,Wheat,26.26446
1998,804,92,100190,17853.44,232397.184,Ukraine,Br. Virgin Isds,Wheat,17.85344
1998,804,112,100110,700.685,6638.963,Ukraine,Belarus,Wheat,0.7006849999999999
1998,804,112,100190,7820.039,68353.913,Ukraine,Belarus,Wheat,7.8200389999999995
1998,804,112,100510,455.195,3298.348,Ukraine,Belarus,Maize,0.455195
1998,804,112,100590,10913.205,97197.528,Ukraine,Belarus,Maize,10.913205
1998,804,112,110100,2146.851,7957.932,Ukraine,Belarus,Wheat,2.1468510000000003
1998,804,112,110220,16.0,128.0,Ukraine,Belarus,Maize,0.016
1998,804,112,110311,155.021,496.301,Ukraine,Belarus,Wheat,0.155021
1998,804,112,110313,81.657,267.727,Ukraine,Belarus,Maize,0.081657
1998,804,112,110812,1218.309,3303.226,Ukraine,Belarus,Maize,1.2183089999999999
1998,804,124,100190,8441.027,39165.987,Ukraine,Canada,Wheat,8.441027
1998,804,136,100190,4654.47,65912.248,Ukraine,Cayman Isds,Wheat,4.65447
1998,804,156,100190,18.962,3.0,Ukraine,China,Wheat,0.018962
1998,804,156,100590,176.6,691.5,Ukraine,China,Maize,0.1766
1998,804,191,110812,0.675,1.0,Ukraine,Croatia,Maize,0.000675
1998,804,192,100190,1037.209,15878.191,Ukraine,Cuba,Wheat,1.037209
1998,804,196,100190,217.979,3150.0,Ukraine,Cyprus,Wheat,0.217979
1998,804,196,110311,3.724,6.0,Ukraine,Cyprus,Wheat,0.0037240000000000003
1998,804,203,100590,5.783,59.101,Ukraine,Czechia,Maize,0.005783
1998,804,203,110313,36.229,99.089,Ukraine,Czechia,Maize,0.036229
1998,804,233,100110,51.429,525.437,Ukraine,Estonia,Wheat,0.051429
1998,804,233,100190,272.788,3750.84,Ukraine,Estonia,Wheat,0.27278800000000003
1998,804,233,100510,399.207,3548.625,Ukraine,Estonia,Maize,0.399207
1998,804,233,100590,428.559,5312.479,Ukraine,Estonia,Maize,0.428559
1998,804,233,110100,162.092,854.246,Ukraine,Estonia,Wheat,0.162092
1998,804,233,110311,20.255,84.644,Ukraine,Estonia,Wheat,0.020255
1998,804,233,110313,2.51,14.75,Ukraine,Estonia,Maize,0.0025099999999999996
1998,804,233,110812,0.633,1.5,Ukraine,Estonia,Maize,0.000633
1998,804,251,100190,707.959,8686.621,Ukraine,France,Wheat,0.7079589999999999
1998,804,268,100110,610.252,5094.694,Ukraine,Georgia,Wheat,0.6102519999999999
1998,804,268,100190,252.578,12772.314,Ukraine,Georgia,Wheat,0.252578
1998,804,268,100590,3.053,992.476,Ukraine,Georgia,Maize,0.0030529999999999997
1998,804,268,110100,349.753,2035.188,Ukraine,Georgia,Wheat,0.349753
1998,804,268,110311,2.899,15.0,Ukraine,Georgia,Wheat,0.002899
1998,804,276,100110,194.869,2051.187,Ukraine,Germany,Wheat,0.194869
1998,804,276,100190,175.259,2344.125,Ukraine,Germany,Wheat,0.175259
1998,804,276,110311,4.229,10.568,Ukraine,Germany,Wheat,0.004229
1998,804,300,100190,352.683,1992.437,Ukraine,Greece,Wheat,0.35268299999999997
1998,804,348,100190,12542.029,173905.504,Ukraine,Hungary,Wheat,12.542029000000001
1998,804,368,100110,284.08,3310.0,Ukraine,Iraq,Wheat,0.28408
1998,804,368,100190,1088.239,13141.199,Ukraine,Iraq,Wheat,1.088239
1998,804,372,100110,407.29,5207.511,Ukraine,Ireland,Wheat,0.40729000000000004
1998,804,372,100190,2721.479,27638.8,Ukraine,Ireland,Wheat,2.721479
1998,804,376,100110,4479.539,60728.552,Ukraine,Israel,Wheat,4.479539
1998,804,376,100190,18356.436,278213.248,Ukraine,Israel,Wheat,18.356436000000002
1998,804,376,100510,558.159,7681.394,Ukraine,Israel,Maize,0.558159
1998,804,376,100590,17910.209,258163.184,Ukraine,Israel,Maize,17.910209
1998,804,376,110311,3.05,10.0,Ukraine,Israel,Wheat,0.0030499999999999998
1998,804,380,100190,1547.067,16545.296,Ukraine,Italy,Wheat,1.547067
1998,804,380,100590,1812.407,14600.371,Ukraine,Italy,Maize,1.8124069999999999
1998,804,398,110812,12.567,30.0,Ukraine,Kazakhstan,Maize,0.012567
1998,804,400,100110,761.623,4214.828,Ukraine,Jordan,Wheat,0.761623
1998,804,400,100590,94.616,547.187,Ukraine,Jordan,Maize,0.094616
1998,804,408,100190,1325.85,20115.1,Ukraine,Dem. People's Rep. of Korea,Wheat,1.32585
1998,804,410,100110,38.63,585.375,Ukraine,Rep. of Korea,Wheat,0.038630000000000005
1998,804,410,100190,126912.288,446503.796,Ukraine,Rep. of Korea,Wheat,126.912288
1998,804,410,100590,1126.008,4823.02,Ukraine,Rep. of Korea,Maize,1.1260080000000001
1998,804,422,100110,624.486,5305.199,Ukraine,Lebanon,Wheat,0.624486
1998,804,422,100190,704.222,8897.359,Ukraine,Lebanon,Wheat,0.704222
1998,804,422,100590,40.32,503.937,Ukraine,Lebanon,Maize,0.04032
1998,804,422,110100,24.0,80.0,Ukraine,Lebanon,Wheat,0.024
1998,804,422,110812,173.283,551.875,Ukraine,Lebanon,Maize,0.173283
1998,804,428,100190,9.941,893.563,Ukraine,Latvia,Wheat,0.009941
1998,804,428,100510,6.861,10.116,Ukraine,Latvia,Maize,0.006861
1998,804,428,100590,758.091,7573.717,Ukraine,Latvia,Maize,0.758091
1998,804,428,110311,7.199,29.968,Ukraine,Latvia,Wheat,0.007199
1998,804,428,110313,8.969,19.5,Ukraine,Latvia,Maize,0.008969
